"11"," Weisselberg: Trump's kids discovered I was cooking the books â€” then gave me a $200k raise","Matthew Chman","On Friday the New York Post reported that Allen Weisselberg the longtime CFO of the Trump Organization revealed at trial that the children of former President Donald Trump realized he was using shady accounting tricks to cook the books at the company ” and then gave him a huge raise. Eric and Donald Trump Jr. in 2017 learned Weisselberg 75 and two other top execs had been getting cushy perks that they didn't report on their taxes ” yet nobody was penalized Weisselberg testified at the Manhattan Supreme Court tax fraud trial against the Trump Org reported Priscilla DeGregory and Khristina Narizhnaya.","2022-11-18","23:30:00","msn.com"
"12"," Former finance chief of Trump Organization wraps up testimony","Danielle Muoio Dunn","NEW YORK ” Allen Weisselberg the star witness in the Manhattan District Attorney's criminal tax fraud trial against the Trump Organization finished testifying Friday against his longtime employer. Weisselberg the former chief financial officer at the organization testified this week that the company cleaned up its fraudulent tax practices after Donald Trump became president and it became apparent 'everybody was looking at our company from every different angle you could think of.' Two of Trump's sons Eric Trump and Donald Trump Jr.","2022-11-18","22:15:00","msn.com"
"13"," Paul Ryan says he is a 'never-again Trumper' after tough midterm losses","Jack Birle","Former House Speaker Paul Ryan said he is a  ever-again Trumper less than a week after former President Donald Trump announced a third White House run. Ryan expressed gratitude for his time working with Trump when they were both in office but said there are better options for 2024 in an interview with Jonathan Karl on ABC's This Week on Sunday. TRUMP ADMINISTRATION DENIED GOVERNMENT WEBSITES FOR HOMELESSNESS AND FRAUD: REPORT Load Error I was not a 'never Trumper' Ryan said. I governed with him and I am very proud of those days.","2022-11-20","21:15:00","msn.com"
"14"," Hear Trump's response to Garland's Special Counsel appointment","  ","Former President Donald Trump spoke to a crowd at an event at his Mar-a-Lago resort after Attorney General Merrick Garland appointed a special counsel to oversee the criminal investigation into Trump's retention of government documents after he left office.","2022-11-19","17:12:32","cnn.com"
"15"," â€˜The people have spoken': Musk lifts Twitter ban on Donald Trump","Rebecca Kern","Elon Musk said that Donald Trump will be 'reinstated' on Twitter making good on his promise to lift the ban on the former president who had been banished for violating the platform's rules against inciting violence. Musk had posted a Twitter poll on Friday asking users to weigh in on whether Trump should be allowed to return and late on Saturday the tech billionaire tweeted that based on the results of the poll 'The people have spoken. Trump will be reinstated.' As of Saturday night Trump's account was live on the platform.","2022-11-20","02:30:00","msn.com"
"16"," Schiff bemoans growth of 'crazy caucus' in House GOP","FILE","Rep. Adam Schiff D-Calif. the chair of the House Intelligence Committee on Sunday lamented the growth of the GOP's crazy caucus in the House as Republicans prepare to take control of the chamber in January. Biden administration focused too much on vaccines Pence says Pence: ˜I have great concerns' about Garland's ˜judgment and leadership' Pence blames GOP candidates for disappointing midterms Pence: ˜I'd have liked to see more Republicans elected' in midterms Chuck Todd: Will Republicans ra","2022-11-20","15:15:00","msn.com"
"17"," Sen. Warnock Uses Trump Endorsement As A Weapon Against Herschel Walker's Runoff Chances","Murjani Rawls","The Republican red wave that was supposed to overtake the 2022 midterm elections didn't happen. That's partly because many former President Donald Trump-endorsed candidates who endorsed his big lie lost their races. It's had Republican leaders questioning if they even want to continue their ties with the former President or look for other alternatives. Sen. Raphael Warnock's (D-GA) campaign has seen this shift and has put out an advertisement ahead of his runoff matchup against his Republican opponent Herschel Walker.","2022-11-19","11:45:00","msn.com"
"18"," Mike Pompeo Flips Old Donald Trump Boast Back At Him. Critics Say Not So Fast.","Lee Moran","Donald Trump's former secretary of state Mike Pompeo appeared to attack the former president once again as he rewrote an old Trump boast on Twitter. Then-candidate Trump on the 2016 campaign trail promised voters that if he became president: 'We're gonna win so much you may even get tired of winning. And you'll say ˜Please please. It's too much winning.'' Pompeo on Friday posted: 'We were told we'd get tired of winning. But I'm tired of losing. And so are most Republicans.' We were told we'd get tired of winning.","2022-11-19","11:45:00","msn.com"
"19"," Christie rebukes Trump: â€˜It is time to stop whisperingâ€¦It is time to stop being afraid of any one person'","Julia Shero","Former New Jersey Gov. Chris Christie (R) on Saturday urged the Republican Party to move on from Donald Trump just days after the former president announced his third bid for office. 'It is time to stop whispering' Christie said at the Republican Jewish Coalition's annual leadership meeting. He added 'It is time to stop being afraid of any one person. It is time to stand up for the principles and the beliefs that we have founded this party on and this country on.' Load Error Christie who ran against Trump in the 2016 presidential election is currently considering another run for president in 2024 as well.","2022-11-20","00:00:00","msn.com"
"20"," Tapper asks Jeffries about Trump's return to Twitter","  ","Democratic Rep. Hakeem Jeffries brushes aside the return of former President Donald Trump to Twitter in an interview with CNN's Jake Tapper.","2022-11-20","16:41:32","cnn.com"
"21"," Donald Trump appears to snub Twitter as Elon Musk reinstates the former president","  ","Multiple actors have said their Twitter accounts were suspended after they changed their names to Elon Musk and impersonated him. After buying the platform for $44 billion Musk said that comedy is now legal on Twitter. Nine days later Musk said Twitter would permanently suspend accounts that impersonated another person if the owner failed to clarify their account was a parody. As a consequence the following actors and celebrities who tried to impersonate Musk on the site said they had their Twitter accounts locked.","2022-11-20","11:45:00","msn.com"
"22"," Giuliani Whines That Trump Treated â€˜Worse Than a Terrorist'","William Vaillancourt","Rudy Giuliani the former personal attorney to Donald Trump appeared on Newsmax Friday night to complain about how the ex-president has been treated so poorly“'worse than a terrorist' to be specific“in light of the news that Attorney General Merrick has appointed a special master to handle two criminal investigations into Trump. Rather than give credence to the possibility that Trump erred by mishandling classified documents he stored at Mar-a-Lago or by trying to overturn the 2020 presidential election Giuliani held a classic 'woe is Trump' forum on one of the few networks that still has him on.","2022-11-19","04:15:00","msn.com"
"23"," Politics chat: GOP reacts to Trump's White House bid","Ayesha Rascoe","We take a look at how the balance of power between the Democrats and Republicans in the House and Senate and consider how Donald Trump's fresh bid for the White House is landing with the GOP.","2022-11-20","13:04:40","npr.org"
"24"," A former officer who was attacked during Capitol riot says Trump should be charged and he wants to be the one to arrest him: 'I hope he resists'","  ","Michael Fanone a former DC police officer who was attacked during the January 6 2021 Capitol riot said that former president Donald Trump should be charged and if he had the chance he would arrest him. During an interview on SiriusXM radio's Dean Obeidallah Show Fanone was asked about his reaction to Trump's announcement that he's running for president again in 2024 amid his ongoing legal troubles. I'm not going to say that I'm still holding out hope but I still expect the Department of Justice to do its job.","2022-11-20","20:15:00","msn.com"
"25"," Musk reinstates Trump's Twitter account","Reuters","Twitter's new owner Elon Musk has said Donald Trump's account has been reinstated after running a poll in which users narrowly backed the move. The people have spoken tweeted Mr Musk saying that 51.8% of more than 15 million Twitter users voted for the ban to be lifted. Load Error But the former US president may not return to the platform earlier saying: I don't see any reason for it. His account was suspended in 2021 due to the risk of incitement of violence. Twitter's previous management acted just days after Donald Trump's supporters stormed the US Capitol in Washington DC on 6 January.","2022-11-20","03:45:00","msn.com"
"26"," Merrick Garland announces special counsel to oversee Trump investigations","  ","Attorney General Merrick Garland announced that he has appointed Jack Smith as special counsel to oversee the criminal investigations into the retention of national defense information at former President Donald Trump's Mar-a-Lago resort and parts of the January 6 2021 insurrection.","2022-11-18","19:54:58","cnn.com"
"27"," Trump signed checks at issue in tax fraud scheme","Karen Freifeld","By Luc Cohen and Karen Freifeld NEW YORK (Reuters) - Former U.S. President Donald Trump signed checks for Christmas bonuses for executives at his namesake company as if they were independent contractors longtime chief financial officer Allen Weisselberg testified on Thursday. Load Error But Weisselberg said Trump did not conspire with him on the tax fraud scheme for which the Trump Organization is on trial. Paying employees as independent contractors is one way prosecutors in the Manhattan district attorney's office say Trump's real estate company misled tax authorities during a 15-year period.","2022-11-18","02:15:00","msn.com"
"28"," Trump says Biden 'betrayed Israel and the Jewish community","Brooke Singman","LAS VEGAS “ Former President Trump said Saturday that he is proud to be the greatest friend Israel has ever had in the White House declared that President Biden has betrayed Israel and the Jewish community and vowed that if re-elected in 2024 the United States will stand with the Jewish state once again.Trump addressing the Republican Jewish Coalition annual conference via satellite on Saturday just days after announcing his 2024 presidential campaign warned that the Biden administration is destroying our nation before our very eyes.","2022-11-19","23:47:22","foxnews.com"
"29"," Attorney General Garland to Announce Special Counsel for Trump Criminal Probes","Justin Rohrlich","Attorney General Merrick Garland will appoint a special counsel to weigh potential criminal charges against former President Donald Trump according to multiple reports. Garland who was appointed by Trump's successor President Joe Biden is expected to announce his plan later today The Wall Street Journal reported. The twice-impeached Trump who is presently under investigation for allegedly hoarding top secret documents at his private club and residence in Florida announced his third run for the presidency earlier this week.","2022-11-18","19:45:00","msn.com"
"30"," Special counsel in Trump investigations 'politically very","Madeline Coggins","Attorney General Merrick Garland's appointment of a special counsel in multiple Donald Trump investigations could be a serious concern for the former president some experts argue. Elizabeth Holmes Sentenced To 11 Years And 3 Months In Prison FTX's Bankruptcy: Three Things to Know Theranos Founder Elizabeth Holmes Sentenced to More Than 11 Years in Prison Full Panel: Pence attacks Mark Meadows but ˜people who have bad staff are not great people' ˜The world has moved beyond Trump': Former Republican Congressman Pence on Trump's Jan.","2022-11-19","00:00:00","msn.com"
"31"," Musk Reinstates Trump's Twitter Account After Online Poll","Alison Sider","Elon Musk said he would reinstate Donald Trump˜s account on Twitter Inc. after polling users on the platform broadening the former president's potential reach days after he declared another run for the White House. The move also underscored how Mr. Musk has made himself the principal decider on all things Twitter after buying the platform for $44 billion late last month. Mr. Musk had previously said he would establish a content council to weigh in on account reinstatements. The Twitter poll that Mr.","2022-11-20","16:45:00","msn.com"
"32"," Election denier Hakeem Jeffries could replace Pelosi as House Dem leader","Patrick Hauf","The leading candidate to replace Nancy Pelosi as the next House Democratic leader is a 2016 election denier who openly argued that former President Donald Trump was an illegitimate president. House Democratic Conference Chair Hakeem Jeffries announced Friday he's running to lead Democrats in the next Congress. He appears to have a clear path to the job since no other challenger has emerged so far and he has won praise from several Democrats. But Jeffries was one of many Democrats who questioned whether Trump legitimately won the 2016 election due to alleged Russian interference and collusion.","2022-11-18","20:51:52","yahoo.com"
"33"," Sneak peek of Trump defamation lawsuit includes allegations of rape and battery","Misty Severi","A preview of a new defamation lawsuit that is going to be filed against former President Donald Trump includes allegations of sexual battery which will be punishable through a civil lawsuit after a new law in New York goes into effect next week. Lawyers for former Elle columnist E. Jean Carroll said in a court filing filed in the Southern District of New York that the lawsuit will include six criminal allegations against Trump including Carroll's allegation that the former president raped her in the dressing room of a department store in the mid-1990s.","2022-11-18","02:15:00","msn.com"
"34"," Key Evangelical Figures Turn On Trump: 'He Used Us'","Ed Mazza","U.S. condemns latest North Korean missile launch Video shows two University of Idaho victims at food truck on night of killings Ukrainian Police Appear To Clear Rubble After Strikes In Zaporizhzhia Fake Spider Prank 'Criminal' for Barisan Nasional to hold elections during monsoon season: Fmr. Youth and Sports Minister Winston: There's a flaw in US decision to grant Crown Prince immunity Hear what Russia state media is saying about the war in Ukraine as weather worsens It's time for Malaysia to move on from the Mahathir era: UMNO Hellscape: Inside the meltdowns at Twitter and FTX New wave of resignations hit Twitter after Musk ultimatum for employees Fmr.","2022-11-18","10:00:00","msn.com"
"35"," Musk Starts Twitter Poll on Reinstating Former President Trump","Tim Smith","(Bloomberg) -- Elon Musk has asked his Twitter followers whether former President Donald Trump should be reinstated on the social media site. Most Read from Bloomberg With 23 hours left the poll has already had more than 724000 votes with about 62% of respondents voting yes. Trump was permanently banned from Twitter in 2021 'due to the risk of further incitement of violence.' Musk said earlier Friday that there hadn't been a decision made on Trump's account but he did reinstate accounts tied to Jordan Peterson and satire website Babylon Bee.","2022-11-19","02:00:00","msn.com"
"36"," GOP operative convicted of funneling Russian donation to Trump's 2016 campaign","Christina Wilkie","WASHINGTON ” A Republican political operative and former campaign aide was convicted in federal court this week of funneling $25000 from a Russian businessman to Donald Trump's 2016 presidential campaign. Load Error Jesse Benton was found guilty Thursday of six counts that included soliciting an illegal foreign contribution attempting to cover it up and submitting false information about the source of the money. The money for the donation originally came from Roman Vasilenko a former Russian naval officer turned multilevel marketer and CEO of the Life is Good International Business Academy.","2022-11-18","23:00:00","msn.com"
"37"," 'Cowardly': Legal experts slam Garland for punting to special counsel after Trump announcement","Igor Derysh","Provided by Salon  Donald Trump; Merrick Garland; Joe Biden Donald Trump Merrick Garland and Joe Biden Photo illustration by Salon/Getty Images Attorney General Merrick Garland is set to appoint a special counsel to determine whether to prosecute former President Donald Trump according to multiple reports. Garland is set to announce the special counsel on Friday three days after Trump announced his presidential bid The Wall Street Journal reported. Trump reportedly announced his run so early because he believed it would make it harder for the Justice Department to prosecute him without it seeming political.","2022-11-18","20:00:00","msn.com"
"38"," White House Report Card: As good as it's been for Biden","Paul Bedard","This week's White House Report Card finds President Joe Biden having the best week he's had in about a year. His party evaporated the GOP election 'red wave' kept the Senate and he held his own overseas. Even better he ended the week by hosting his granddaughter's wedding on the South Lawn on Saturday. For Biden a week where things don't go bad is a rare one so he should take it with a smile. ALASKA SEN. LISA MURKOWSKI BLOWS PAST TRUMPY CHALLENGER TO TAKE LEAD Load Error Democratic pollster John Zogby gave the president a good grade of B-plus and noted that the entry of former President Donald Trump into the 2024 race is probably a good note.","2022-11-19","19:30:00","msn.com"
"39"," Trump says he 'won't partake' in special counsel investigation","Brooke Singman","EXCLUSIVE: Former President Donald Trump blasted the Justice Department's appointment of a special counsel to take over investigations related to presidential records and Jan. 6 telling Fox News he won't partake in it and calling it the worst politicization of justice in our country while urging the Republican Party to take action.I have been going through this for six years ” for six years I have been going through this and I am not going to go through it anymore Trump told Fox News Digital in an exclusive interview Friday shortly after the announcement.","2022-11-18","20:11:39","foxnews.com"
"40"," Attorney General Merrick Garland to name special counsel in Trump criminal probe","Dan Mangan","U.S. Attorney General Merrick Garland will appoint a special counsel to determine whether criminal charges should be filed against former President Donald Trump in connection with two pending investigations according to reports Friday. Load Error News of the planned appointment of the special counsel which was reported by The Wall Street Journal came three days after Trump announced plans to run for president in 2024. The Republican faces multiple criminal investigations. NBC News reported that the special counsel whose name has not been announced will make decisions for two Department of Justice investigations of Trump.","2022-11-18","19:00:00","msn.com"
"41"," 18 times Donald Trump's political committees promised worthless rewards for a donation","mhall@businessinsider.com","Since leaving Washington DC in January 2021 Donald Trump has lined the coffers of his several post-president political action committees ” Save America PAC Make America Great Again PAC and the Save America Joint Fundraising Committee among them ” with tens of millions of dollars sometimes sending prospective donors two or three email and text message fundraising solicitations each day. And now that he's running for president again in 2024 he's continuing his fundraising ways for his new presidential campaign committee.","2022-11-19","08:45:00","msn.com"
"42"," Trump Criminal Probes to Be Led by DOJ Special Counsel","Zoe Tillman","(Bloomberg) -- The US Justice Department has appointed a special counsel to oversee criminal investigations related to former President Donald Trump now that he's making a third run for the White House in 2024. Most Read from Bloomberg Attorney General Merrick Garland has named John L. Smith as the special counsel according to an order signed Friday. Since 2018 Smith has served as the chief prosecutor for the special court in The Hague charged with investigating and adjudicating war crimes in Kosovo.","2022-11-18","20:00:00","msn.com"
"43"," 2024 Watch: Cruz says he's running for Senate re-election but doesn't rule out presidential run","Paul Steinhauser","LAS VEGAS Nevada “ He's repeatedly flirted with making another run for the White House but Sen. Ted Cruz said on Saturday that he's running for re-election to the Senate in 2024.But Cruz taking questions from reporters at the Republican Jewish Coalition's annual leadership conference in Las Vegas Nevada did not rule out the possibility of a presidential campaign.I'm fighting in the Senate. I'm running for re-election in the Senate. I'm focused on the battles in the United States Senate the conservative firebrand senator from Texas said as he answered a question from Fox News on whether he would run for president or re-election in 2024.","2022-11-19","21:26:49","foxnews.com"
"44"," Warner: Parents should be â€˜very concerned' about TikTok","Julia Mueller","Sen. Mark Warner (D-Va.) chairman of the Senate Intelligence Committee said the social media platform TikTok an 'enormous threat' and said parents should be 'very concerned' about their children's use of the app. 'TikTok is an enormous threat. It's a threat on two levels. One it is a massive collector of information oftentimes of our children. They can visualize even down to your keystrokes. So if you're a parent and you got a kid on TikTok I would be very very concerned' Warner told host Shannon Bream on 'FOX News Sunday.","2022-11-20","21:30:00","msn.com"
"45"," Elon Musk changes his tune on letting Donald Trump back on Twitter","  ","Elon Musk isn't sure whether he'll allow former President Donald Trump back onto Twitter the platform he recently bought for $44 billion. Load Error In a Friday Tweet Musk said that the recently banned accounts of the comedian Kathy Griffin the controversial academic Jordan Peterson and The Babylon Bee a satirical right-wing website had been reinstated. As for Trump the decision has not been made Musk said. It's an apparent reversal of Musk's earlier stance. In May he told the Financial Times he would reverse the permaban on the former president's account calling the original Twitter decision morally wrong and flat-out stupid.","2022-11-18","20:15:00","msn.com"
"46"," Pompeo says Trump special counsel 'saddens' him","Brooke Singman","FIRST ON FOX: Former Secretary of State Mike Pompeo criticized the Justice Department for appointing a special counsel to investigate former President Trump saying the decision saddens him while urging the DOJ to do their job and deliver apolitical justice.Attorney General Merrick Garland on Friday appointed former Justice Department official Jack Smith to the role of special counsel to investigate the entirety of the criminal probe into the retention of presidential records held at Trump's Mar-a-Lago home.","2022-11-19","03:54:53","foxnews.com"
"47"," Trump Org's new court-appointed 'watchdog","Source","Donald Trump went from real-estate magnate to reality-TV star to being elected the 45th president of the United States. Worth $3 billion according to a Forbes tally of all the assets Trump owns he is the first billionaire to enter the White House. Trump's fortune mainly stems from his property-and-hospitality businesses. On Wednesday New York's attorney general filed a sweeping civil suit against Trump his business and his three eldest children. Letitia James said Trump falsely inflated his net worth by billions of dollars and repeatedly and persistently manipulated the value of assets to induce banks to lend money to the Trump Organization.","2022-11-18","00:45:00","msn.com"
"48"," Rhode Island representative will invoke the 14th amendment to bar Donald Trump from running for president","  ","Like us on Facebook to see similar stories Please give an overall site rating:","2022-11-20","03:30:00","msn.com"
"49"," Star Witness in the Trump Org Trial Tries to Take the Fall","Jose Pagliery","Disgraced Trump Organization executive Allen Weisselberg was nearly brought to tears on Thursday during his testimony at the company's criminal trial where he admitted to betraying the former president's family and putting them at legal risk by dodging taxes and fudging the books. And yet he remains loyal. Load Error Despite his plea deal with prosecutors to become their star witness Weisselberg has made himself a fall guy. The Manhattan District Attorney's Office which has been frustratedly building a case against former President Donald Trump by trying to flip his lieutenants has hit a wall.","2022-11-18","10:30:00","msn.com"
"50"," George Conway reacts to special counsel appointment","  ","George Conway joins CNN's John Berman to discuss the Justice Department's appointment of Jack Smith as special counsel overseeing investigations into former President Donald Trump.","2022-11-19","04:05:49","cnn.com"
"51"," Garland names special counsel to lead Trump-related probes","ERIC TUCKER","WASHINGTON (AP) ” Attorney General Merrick Garland named a special counsel on Friday to oversee the Justice Department's investigation into the presence of classified documents at former President Donald Trump's Florida estate as well as key aspects of a separate probe involving the Jan. 6 2021 insurrection and efforts to undo the 2020 election.  The move which is being announced just three days after Trump formally launched his 2024 candidacy is a recognition of the unmistakable political implications of two investigations that involve not only a former president but also a current White House hopeful.","2022-11-18","18:42:21","apnews.com"
"52"," Garland names special counsel to lead Trump-related probes","Associated Press","WASHINGTON (AP) ” Attorney General Merrick Garland named a special counsel on Friday to oversee the Justice Department's investigation into the presence of classified documents at former President Donald Trump's Florida estate as well as key aspects of a separate probe involving the Jan. 6 2021 insurrection and efforts to undo the 2020 election. The move which is being announced just three days after Trump formally launched his 2024 candidacy is a recognition of the unmistakable political implications of two investigations that involve not only a former president but also a current White House hopeful.","2022-11-18","19:15:00","msn.com"
"53"," WATCH: Fox's Dana Perino Has Snappy Comeback to Jen Psaki Crack About Trump's Age","Jen Psaki","Former White House Press Secretary and current MSNBC host-in-waiting Jen Psaki drew strong reactions to her comparison of President Joe Biden's age with that of former President Donald Trump on the eve of Trump's campaign launch ” including from Fox host Dana Perino. Naomi Biden gets married at White House Lauren SÃ¡nchez says she's going to space with an all-female crew in 2023 Buffalo battered by 6 feet of snow as Hochul activates National Guard to clean up Hear Trump's response to Garland's Special Counsel appointment The coordinated efforts to reframe American history in schools Rep.","2022-11-19","20:45:00","msn.com"
"54"," Ex-CFO says Trump kids raised pay after learning of scheme","Michael R. Sisak","NEW YORK ” How did Donald Trump's oldest sons ” entrusted to run his company when he became president ” react when they learned that a top executive was scheming to dodge taxes on lavish corporate perks?They gave him a raise according to testimony Friday at the Trump Organization's criminal tax fraud trial.Allen Weisselberg the company's longtime chief financial officer testified that Eric Trump raised his pay $200000 after an internal audit spurred by Trump's 2016 election found that he'd been reducing his salary and bonuses by the cost of the perks.","2022-11-18","20:36:34","washingtonpost.com"
"55"," Trump campaign announcement deepens Republicans' civil war","David Smith in Washington","Mike Lindell was full of passionate intensity. Wandering the white and gold ballroom of the Mar-a-Lago estate in Florida the mustachioed pillow-maker predicted that Donald Trump's candidacy for the White House would clear the Republican field. 'After he announces today I think [Florida governor] Ron DeSantis will end up just endorsing him' Lindell a rabid Trump cheerleader and conspiracy theorist told the Guardian early on Tuesday evening. 'I can't imagine anybody wasting the time effort and money of the people.","2022-11-19","09:45:00","msn.com"
"56"," Influential evangelical Christians have turned against Trump after his 2024 announcement","jzitser@businessinsider.com","Donald Trump ensured he was on the ballot Tuesday night as the self-described king of endorsements. But he apparently wasn't a kingmaker. So far Americans have dealt devastating blows to his brand by rejecting key candidates in closely-contested races. Rather than a so-called red wave results were still unclear on Wednesday. Republicans are likely to win control of the House but the Senate is still in play for both parties. Former reality TV star Mehmet Oz was one of Trump's picks who could have helped Republicans hang onto a Senate seat in Pennsylvania but he lost to Democrat John Fetterman.","2022-11-19","12:00:00","msn.com"
"57"," Donald Trump is at his weakest political position in years","Harry Enten","CNN ”  Former President Donald Trump is giving it another go. He announced last week that he's trying to become only the second man (after Grover Cleveland) to be elected to non-consecutive terms as US president.  Trump's move comes at a time when his political brand is at its weakest point since his first presidential bid in 2015-2016. He does remain a force to be reckoned with in GOP circles and the news that the Justice Department has appointed a special counsel to oversee investigations related to the former president could elicit a rally-around-Trump effect among Republicans.","2022-11-20","17:08:46","cnn.com"
"58"," Trumpflation causes MAGA products to skyrocket in price","  ","Since leaving Washington DC in January 2021 Donald Trump has lined the coffers of his several post-president political action committees ” Save America PAC Make America Great Again PAC and the Save America Joint Fundraising Committee among them ” with tens of millions of dollars sometimes sending prospective donors two or three email and text message fundraising solicitations each day. And now that he's running for president again in 2024 he's continuing his fundraising ways for his new presidential campaign committee.","2022-11-18","22:30:00","msn.com"
